id,headline,date,snippet,url,word_count,,,,,
5a97f7e3410cf7000162ea32,b'California Today: Democrats Fault Governor on Homelessness Crisis',3/1/18,"b'Thursday: Democrats point fingers at one another on poverty, President Trump changes his tune on gun control, and a horse walks onto a freeway.'",https://www.nytimes.com/2018/03/01/us/california-today-jerry-brown-homelessness.html,1173,,,,,
5a939571410cf7000162dee0,"b'Syria, Samsung, Xi Jinping: Your Monday Briefing'",2/26/18,b'Here\xe2\x80\x99s what you need to know to start your day.',https://www.nytimes.com/2018/02/26/briefing/syria-samsung-xi-jinping.html,1300,,,,,
5a936224410cf7000162dea9,"b'Florida Students Return, Gingerly, to Their Scarred High School'",2/26/18,"b'The campus in Parkland, Fla., where 17 people were killed, reopened on Sunday for students and their families to retrieve belongings, reunite with friends and brace themselves for classes to resume.'",https://www.nytimes.com/2018/02/25/us/florida-students-return-high-school.html,1077,,,,,
5a6a5584d4211f00015bd8b8,"b'Stephanie Miner Rules Out Bid for Congress, but May Yet Challenge Cuomo'",1/25/18,"b'Ms. Miner, the former mayor of Syracuse, was thought to be the Democrats\xe2\x80\x99 leading hope of unseating Representative John Katko, a Republican.'",https://www.nytimes.com/2018/01/25/nyregion/stephanie-miner-campaign-governor-cuomo.html,835,,,,,
5a77a651d4211f00015bf3f9,"b'Sessions Silent as Trump Attacks His Department, Risking Independence and Morale'",2/5/18,b'The silence by Jeff Sessions breaks with a long tradition of attorneys general protecting the Justice Department from political interference.',https://www.nytimes.com/2018/02/04/us/politics/jeff-sessions-justice-department-trump.html,996,,,,,
5a930d31410cf7000162de27,"b'Xi Jinping, National Rifle Association, Syria: Your Monday Briefing'",2/25/18,b'Here\xe2\x80\x99s what you need to know to start your day.',https://www.nytimes.com/2018/02/25/briefing/xi-jinping-national-rifle-association-syria.html,1250,,,,,
5a93e140410cf7000162df91,"b'Xi Jinping, Winter Olympics, Weinstein Company: Your Monday Briefing'",2/26/18,b'Here\xe2\x80\x99s what you need to know to start your day.',https://www.nytimes.com/2018/02/26/briefing/xi-jinping-winter-olympics-weinstein-company.html,1276,,,,,
5aab87a647de81a901211118,"b'Cynthia Nixon Hints at a Run, and Cuomo Flexes His Muscle'",3/16/18,"b'Gov. Andrew M. Cuomo and his political operation have gone into overdrive, though his aides say it has nothing to do with Ms. Nixon\xe2\x80\x99s possible candidacy.'",https://www.nytimes.com/2018/03/16/nyregion/cynthia-nixon-cuomo-governor.html,1463,,,,,
5a8fa140410cf7000162d7cd,"b'Syria, Winter Olympics, Neanderthals: Your Friday Briefing'",2/23/18,b'Here\xe2\x80\x99s what you need to know to start your day.',https://www.nytimes.com/2018/02/23/briefing/syria-winter-olympics-neanderthals.html,1271,,,,,
5a8165c5d4211f00015c063a,b'The Stars of \xe2\x80\x98Black Panther\xe2\x80\x99 Waited a Lifetime for This Moment',2/12/18,"b'The director Ryan Coogler and the castmates Chadwick Boseman, Michael B. Jordan, Lupita Nyong\xe2\x80\x99o and Danai Gurira see personal and political potency in Marvel\xe2\x80\x99s first black superhero film.'",https://www.nytimes.com/2018/02/12/movies/black-panther-marvel-chadwick-boseman-ryan-coogler-lupita-nyongo.html,2008,,,,,
5ab41ed947de81a90121592e,b'House Republicans Say G.O.P. Establishment Opened Way for Russian Influence',3/22/18,"b'House Republicans, over Democrats\xe2\x80\x99 objections, voted Thursday to release a report concluding there was no collusion between the Trump campaign and Russia.'",https://www.nytimes.com/2018/03/22/us/politics/house-intelligence-republicans-russia-collusion-trump.html,805,,,,,
5a814280d4211f00015c05ea,b'Planners of Deadly Charlottesville Rally Are Tested in Court',2/12/18,"b'People injured at the alt-right rally in Charlottesville, Va., say in a lawsuit that organizers conspired to incite violence. The defendants say the First Amendment protects them.'",https://www.nytimes.com/2018/02/12/us/charlottesville-lawsuit-far-right-heather-heyer.html,1501,,,,,
5a86ac00410cf7000162c4f0,b'\xe2\x80\x98How Did This Happen?\xe2\x80\x99: Grief and Fury After Florida Shooting',2/16/18,b'The president and the first lady made an unannounced visit to meet with law enforcement officials and medical workers who helped in the wake of the shooting.',https://www.nytimes.com/2018/02/16/us/florida-shooting.html,2061,,,,,
5a855684410cf7000162c129,b'Suspect Confessed to Police That He Began Shooting Students \xe2\x80\x98in the Hallways\xe2\x80\x99',2/15/18,b'Mr. Cruz faces 17 counts of premeditated murder \xe2\x80\x94 one for each of the people he is accused of killing with a semiautomatic AR-15 rifle at his former high school.',https://www.nytimes.com/2018/02/15/us/florida-shooting.html,2184,,,,,
5a9a060247de81a901209906,"b'Charles Wilson, Top Brain Surgeon and Researcher, Dies at 88'",3/3/18,"b'Dr. Wilson was a deft, busy neurosurgeon in San Francisco but still found time to establish a leading center for the study of tumors.'",https://www.nytimes.com/2018/03/02/obituaries/charles-wilson-top-brain-surgeon-and-researcher-dies-at-88.html,1254,,,,,
5a4c2b5f95d0e0246f21ef61,b'Woes Deepen for New York G.O.P. as Best Hope to Challenge Cuomo Bows Out',1/3/18,"b'The decision by Harry Wilson, a wealthy businessman, to not run against Gov. Andrew M. Cuomo has Republican strategists scrambling for a new hopeful.'",https://www.nytimes.com/2018/01/02/nyregion/new-york-republican-cuomo-wilson.html,1038,,,,,
5a4cb7c795d0e0246f21f04b,b'New York Today: The State of Our State',1/3/18,"b'Wednesday: The governor\xe2\x80\x99s annual address, the continuing cold, and health care enrollment.'",https://www.nytimes.com/2018/01/03/nyregion/new-york-today-cuomo-state-of-the-state-speech.html,1107,,,,,
